Label,Source,Formula,Density (g.cm⁻³),PLD (Å),Cp (J.g⁻¹.K⁻¹),Link to Publication
691978,Experimental,Al4 H28 C48 O20,0.7924,8.16272,0.969,Not Available
010_bcg+N131+14_charge,In Silico,Mn20 H160 C224 N128 Cl8 F96,0.8575,5.31693,0.8379,10.26434/chemrxiv-2023-71mjq
014_dmp+N156+20_charge,In Silico,Dy4 H40 C80 N8 O32 F32,1.1416,3.58875,0.7455,10.26434/chemrxiv-2023-71mjq
022_dmp+N276+33_charge,In Silico,Ni8 H120 C120 O36 F32,0.9546,5.89599,0.9283,10.26434/chemrxiv-2023-71mjq
025_dmp+N520+36_charge,In Silico,Eu4 H32 C88 O48 F32,1.2038,3.25524,0.754,10.26434/chemrxiv-2023-71mjq
027_dmp+N520+39_charge,In Silico,Eu4 C48 N16 O40 F32,0.9918,6.50798,0.6866,10.26434/chemrxiv-2023-71mjq
030_dmp+N520+42_charge,In Silico,Eu4 C48 S8 N16 O32 F32,0.5972,8.09608,0.6728,10.26434/chemrxiv-2023-71mjq
036_bcu+N124+36_charge,In Silico,Dy8 H32 C88 O50 F32,1.8341,2.9283,0.6279,10.26434/chemrxiv-2023-71mjq
041_dmp+N520+52_charge,In Silico,Eu4 H24 C80 Br8 O32 F32,1.4893,4.7983,0.6383,10.26434/chemrxiv-2023-71mjq
045_dmp+N520+57_charge,In Silico,Eu4 H16 C48 N32 O32 F32,1.3112,6.34256,0.7215,10.26434/chemrxiv-2023-71mjq
047_dmp+N520+61_charge,In Silico,Eu4 H32 C80 Cl32 O48,1.2457,6.07212,0.716,10.26434/chemrxiv-2023-71mjq
048_dmp+N520+62_charge,In Silico,Eu4 H16 C80 O40 F48,0.7266,7.38189,0.7297,10.26434/chemrxiv-2023-71mjq
050_dmp+N520+66_charge,In Silico,Eu4 H96 C112 O32 F32,1.1517,3.39677,0.8408,10.26434/chemrxiv-2023-71mjq
054_dmp+N520+70_charge,In Silico,Eu4 H24 C112 Br40 O32,1.2861,6.61349,0.4788,10.26434/chemrxiv-2023-71mjq
061_dmp+N520+77_charge,In Silico,Eu4 H16 C80 N32 Cl32 O32,0.8417,6.64987,0.7065,10.26434/chemrxiv-2023-71mjq
063_crs+N324+79_charge,In Silico,Eu32 H288 C528 O192 F192,0.6631,11.1013,0.7263,10.26434/chemrxiv-2023-71mjq
064_dmp+N520+81_charge,In Silico,Eu4 H32 C80 O40 F32,1.1619,4.4589,0.744,10.26434/chemrxiv-2023-71mjq
074_dmp+N520+93_charge,In Silico,Eu4 H32 C80 O40 F32,1.2526,5.62287,0.7507,10.26434/chemrxiv-2023-71mjq
078_dmp+N520+20_charge,In Silico,Eu4 H40 C80 N8 O32 F32,1.1624,6.88715,0.7683,10.26434/chemrxiv-2023-71mjq
093_dmp+N520+79_charge,In Silico,Eu4 H48 C88 O32 F32,0.9937,5.66749,0.7669,10.26434/chemrxiv-2023-71mjq
100_rob+N147+124_charge,In Silico,Ho8 H72 C132 N48 O60,0.8878,5.54128,0.7287,10.26434/chemrxiv-2023-71mjq
102_dmp+N520+126_charge,In Silico,Eu4 H24 C72 N8 O32 F32,1.4147,5.28259,0.7265,10.26434/chemrxiv-2023-71mjq
103_tfz-d+N586+128_charge,In Silico,Ce2 H28 C40 O20,1.3659,3.50994,0.8044,10.26434/chemrxiv-2023-71mjq
1075_bcg+N586+1035_charge,In Silico,Ce8 H152 C208 I32 N48 O80,0.8248,10.21403,0.5625,10.26434/chemrxiv-2023-71mjq
108_dmp+N520+14_charge,In Silico,Eu4 H80 C112 O32 F48,0.9171,4.52183,0.8178,10.26434/chemrxiv-2023-71mjq
130_unc+N520+41_charge,In Silico,Eu4 H8 C80 O32 F64,1.5971,4.79952,0.7218,10.26434/chemrxiv-2023-71mjq
1313_hex+N586+971_charge,In Silico,Ce2 H58 C64 S4 O16,1.2089,2.8377,0.8609,10.26434/chemrxiv-2023-71mjq
1337_tfz-d+N586+1590_charge,In Silico,Ce2 H60 C80 N8 O22,0.8089,4.86032,0.9,10.26434/chemrxiv-2023-71mjq
151_sxb+N250+183_charge,In Silico,Ce8 H216 C240 O48 F48,0.7368,7.69958,0.8151,10.26434/chemrxiv-2023-71mjq
1565_utk+N245+427_charge,In Silico,Sm8 H108 C192 N12 O48 F48,0.3562,17.73332,0.7847,10.26434/chemrxiv-2023-71mjq
1642_lvt+N174+278_charge,In Silico,Ni8 H352 C432 N32 O16,0.7622,8.72731,1.0263,10.26434/chemrxiv-2023-71mjq
165_qtz+N520+39_charge,In Silico,Eu3 C36 N12 O30 F24,0.5222,10.46081,0.6872,10.26434/chemrxiv-2023-71mjq
1808_pcu+N668+2161_charge,In Silico,Mn3 H18 C21 S3 N30,0.5926,6.99801,0.8263,10.26434/chemrxiv-2023-71mjq
1810_dmp+N398+39_charge,In Silico,Co8 C48 N16 O40 F32,1.4947,3.32552,0.7409,10.26434/chemrxiv-2023-71mjq
188_dmp+N520+94_charge,In Silico,Eu4 H32 C72 O48,1.2456,4.56508,0.7442,10.26434/chemrxiv-2023-71mjq
199_dmp+N520+244_charge,In Silico,Eu4 H40 C104 S8 N8 O32 F32,0.4875,8.13067,0.7563,10.26434/chemrxiv-2023-71mjq
200_dmp+N520+246_charge,In Silico,Eu4 H48 C120 Cl32 O32,0.8193,6.96179,0.7393,10.26434/chemrxiv-2023-71mjq
309_bcu+N647+383_charge,In Silico,Co12 H112 C80 O58,0.8312,5.31532,0.8793,10.26434/chemrxiv-2023-71mjq
311_dmp+N520+292_charge,In Silico,Eu4 H24 C64 Br8 O32,1.5775,4.90651,0.585,10.26434/chemrxiv-2023-71mjq
315_dia+N520+225_charge,In Silico,Eu8 H192 C288 O64 F64,0.3055,12.66876,0.843,10.26434/chemrxiv-2023-71mjq
322_dmp+N520+396_charge,In Silico,Eu4 H112 C128 Cl32 O32,0.6127,6.9489,0.792,10.26434/chemrxiv-2023-71mjq
336_dmp+N276+413_charge,In Silico,Ni8 H88 C88 O44,0.855,4.76195,0.9239,10.26434/chemrxiv-2023-71mjq
345_sxb+N101+424_charge,In Silico,Dy8 H96 C192 O48 F48,0.5359,10.65536,0.7461,10.26434/chemrxiv-2023-71mjq
350_dmp+N520+427_charge,In Silico,Eu4 H72 C128 N8 O32 F32,0.6851,7.71436,0.8177,10.26434/chemrxiv-2023-71mjq
454_sit+N433+556_charge,In Silico,Sc6 H8 C48 I12 N16 O26,1.826,2.71431,0.5049,10.26434/chemrxiv-2023-71mjq
509_dmp+N390+306_charge,In Silico,Co8 H104 C144 O36 F32,0.9518,6.34019,0.915,10.26434/chemrxiv-2023-71mjq
594_tfz-d+N586+731_charge,In Silico,Ce2 Si2 H52 C70 O20,1.0591,3.65256,0.8759,10.26434/chemrxiv-2023-71mjq
acs.cgd.5b01178_MAHFUZ1419064_clean,Experimental,Zn4 H40 C56 N8 O16,1.2411,2.92513,0.8933,10.1021/acs.cgd.5b01178
ADOCEC,Experimental,V32 Ni4 H64 C80 N16 O52,1.53473,3.74184,0.744636131,10.1016/j.poly.2006.11.050
AlTBAPy,Experimental,Al8 H96 C176 O40,0.8079,6.78677,0.9794,10.1038/s41586-019-1798-7
AlTCPP,Experimental,Al4 H56 C96 N8 O20,0.8015,4.88596,0.9842,10.1002/anie.201202471
ANUGOG,Experimental,Cu8 H56 C112 O32,0.572655,6.5224,0.850307478,10.1021/ja107423k
AVIPOL_clean,Experimental,Mg8 H24 C56 N8 O32,0.939158,5.61984,0.888281044,10.1021/cg200327y
AZAFIS_clean,Experimental,Ca2 H4 C16 Br4 O8,1.5219,3.97187,0.599474474,10.1039/C6CE01709F
AZIXUD_clean,Experimental,Zn8 H32 C68 O40,1.10463,4.97842,0.802386607,10.1107/S1600536811037056
BABRII,Experimental,Cu18 H126 C162 N18 O54,1.638,4.26178,0.8476,10.1021/jacs.5b10796
BAXFUD,Experimental,Fe2 H24 C24 N48,1.24099,3.14568,0.911728016,10.1021/ic202626c
BEPBAB_clean,Experimental,Ca2 H16 C36 N12 O2,1.04154,4.22272,1.054992001,10.1039/c3dt50261a
BEXQIF,Experimental,Fe8 C48 N72,0.736318,5.51121,0.932652102,10.1021/cg034258n
BIMDIL,Experimental,Cu4 H24 C28 O16,1.36816,3.36892,0.781567482,10.1021/ja003159k
BOHWIG,Experimental,Zr12 H96 C116 O64,0.9778,3.63395,0.8304,10.1021/ja500330a
BOWNUY,Experimental,Cu12 H24 C72 N96,0.79332,9.70222,0.722115931,10.1039/C4RA16350H
c6ra01647b_c6ra01647b2_clean,Experimental,Cd2 H28 C28 N8,1.12801,3.6441,0.807463956,10.1039/C6RA01647B
CALF20,Experimental,Zn4 H8 C12 N12 O8,1.5802,2.73764,0.7211,10.1126/science.abi7281                                              
CANRUG_clean,Experimental,Ca6 Si4 H68 C112 O32,0.884567,4.66591,0.943364338,10.1071/CH11155
Ca-SQA,Experimental,Ca8 H16 C32 O40,1.5355,3.23984,0.9102,10.1021/acs.energyfuels.1c01642
CAU10,Experimental,Al8 H40 C64 O40,1.148,3.78496,0.9627,10.1039/C6TA01757F
CAU21,Experimental,Al16 H144 C240 O96,1.1514,2.7491,0.9896,10.1021/acs.inorgchem.0c00840                                        
CAVNOE,Experimental,Sc4 C32 N16 O52,1.56252,3.81607,0.843854316,10.1039/c1dt11729g
CAVSUP,Experimental,La2 P8 C20 N4 O24,2.30591,4.47324,0.635498428,10.1039/c2dt11992g
cg8013317_si_003_clean,Experimental,Co2 H72 C88 N16,0.919505,4.11702,0.979766445,10.1021/cg8013317
cg901128k_si_004,Experimental,Cu10 H30 C30 N60,1.83123,4.15059,0.742601007,10.1021/cg901128k
CIFDOM_clean,Experimental,Mn6 H36 C72 O24,0.979977,3.9107,0.85878993,10.1016/j.ica.2013.03.042
CIFJAE_clean,Experimental,Mn4 H16 C32 O16,1.17303,5.25876,0.836731803,10.1016/j.ica.2013.03.042
CIJVOH_clean,Experimental,Cd8 H16 C16 O24,1.44318,4.23053,0.541357081,10.1107/S0108270107027862
CIZMIJ_clean,Experimental,Zn2 H24 C30 N12,0.777083,4.52478,0.84086041,10.1039/C4CE00212A
cm501138g_si_002,Experimental,Cu12 H24 C72 O48,0.868324,6.30924,0.750243252,10.1021/cm501138g
cm503311x_alf175K,Experimental,Al4 C32 O16 F4,0.921992,6.35923,0.883927267,10.1021/cm503311x
cm503311x_alf350K,Experimental,Al2 C16 O8 F2,0.923065,7.03221,0.892774898,10.1021/cm503311x
cm503311x_alf400K,Experimental,Al2 C16 O8 F2,0.925645,7.03615,0.89102207,10.1021/cm503311x
cm503311x_alf425K,Experimental,Al2 C16 O8 F2,0.923237,7.0469,0.881404627,10.1021/cm503311x
cm503311x_aloh225K,Experimental,Al2 C16 O10,0.900507,7.05511,0.934268892,10.1021/cm503311x
cm503311x_aloh500K,Experimental,Al2 C16 O10,0.900054,7.08665,0.934791451,10.1021/cm503311x
CuAlPyC,Experimental,Al16 Cu16 H96 C128 N64 O88,1.4321,3.72923,0.8423,Not Available
CUQXUI,Experimental,Cu4 H112 C80 N32,0.913241,3.45944,1.01510672,10.1016/j.solidstatesciences.2010.07.004
CUYYAX_clean,Experimental,Cd4 H48 C60 N24,1.16048,3.5377,0.750519429,10.1039/c0ce00054j
CUYYEB_clean,Experimental,Cd4 H48 C60 N24,1.16139,3.53132,0.750607693,10.1039/c0ce00054j
DAXNOG_clean,Experimental,Zn2 H8 C16 O8,1.2732,5.07008,0.791213191,10.1016/j.jssc.2005.08.013
DAZMID,Experimental,Al8 H72 C120 O48,1.1426,3.06704,0.9883,10.1021/acs.inorgchem.7b00202                                        
ddmof_16520,In Silico,Zn14 H20 C64 N32 O40,1.6379,2.99277,0.7385,10.1021/acsami.1c16220                                               
ddmof_16703,In Silico,Co8 H124 C120 O40,0.9284,3.78521,0.9595,10.1021/acsami.1c16220                                               
ddmof_21502,In Silico,Ni8 H76 C120 O28,1.1852,4.04544,0.9159,10.1021/acsami.1c16220                                               
ddmof_2168,In Silico,Ni16 H48 C112 O56 F36,1.2207,3.35134,0.8005,10.1021/acsami.1c16220
ddmof_22214,In Silico,Zn24 H192 C300 O84,1.015,4.0202,0.8706,10.1021/acsami.1c16220
ddmof_22243,In Silico,Zn24 H228 C360 O84,1.0756,4.39324,0.9016,10.1021/acsami.1c16220
ddmof_22389,In Silico,Ni8 H76 C168 N12 O52,1.2881,3.96225,0.8963,10.1021/acsami.1c16220
ddmof_22800,In Silico,Cd8 H52 C80 O34,1.4518,3.53816,0.6816,10.1021/acsami.1c16220
ddmof_22900,In Silico,Ni8 H22 C54 O28 F18,1.1293,3.95331,0.798,10.1021/acsami.1c16220
ddmof_22908,In Silico,Cd4 H56 C86 O17,1.0791,3.27602,0.7875,10.1021/acsami.1c16220
ddmof_23350,In Silico,Zn14 H168 C264 O40,0.9875,4.05198,0.9225,10.1021/acsami.1c16220
ddmof_23421,In Silico,Ni64 H608 C480 O224,0.9329,4.2272,0.8797,10.1021/acsami.1c16220
ddmof_23639,In Silico,Ni32 H304 C480 O112,1.0548,3.50217,0.919,10.1021/acsami.1c16220
ddmof_23741,In Silico,Ni24 H228 C360 O84,1.0621,3.75246,0.9214,10.1021/acsami.1c16220
ddmof_23744,In Silico,Zn8 H76 C120 O28,1.1881,4.48194,0.8992,10.1021/acsami.1c16220
ddmof_3313,In Silico,Co12 H64 C144 O42,1.471,3.02669,0.9112,10.1021/acsami.1c16220
ddmof_6878,In Silico,Co12 H36 C136 O42 F72,1.2066,3.34647,0.8052,10.1021/acsami.1c16220
ddmof_6949,In Silico,Co12 H24 C124 N12 O42 F72,1.2266,3.60091,0.7944,10.1021/acsami.1c16220
ddmof_7975,In Silico,Ni18 H114 C216 O78,1.1243,3.68732,0.8958,10.1021/acsami.1c16220
DEBWAK,Experimental,Zn6 H108 C168 N48 O36,1.05344,6.45602,0.924757228,10.1002/anie.201200758
DEJRUH,Experimental,Co4 B4 H48 C48 N32,1.05029,3.52122,0.904640697,10.1002/chem.201202377
DEJRUH_clean,Experimental,Co4 B4 H48 C48 N32,1.03045,3.62059,0.904816326,10.1002/chem.201202377
DICKEH,Experimental,Cu6 H30 C78 O24,0.51494,7.08004,0.853562581,10.1021/ic302018g
DITTEH_clean,Experimental,Zn16 H56 C120 O52,1.0803,4.87899,0.769240842,10.1016/j.inoche.2013.07.001
DITYOW,Experimental,Cu4 H24 C24 N32 O16,1.69052,4.62687,0.820878284,10.1039/C3NJ01198D
DIWNAA_clean,Experimental,Mg3 H24 C42 O18,0.652513,5.78835,0.927656073,10.1039/c3ce41253a
DOLRAZ_clean,Experimental,Mg12 H72 C136 O56,1.12972,3.92265,0.942965316,10.1039/C4CC05991C
DUJRAD_clean,Experimental,Ba4 Cu4 H16 C48 S8 O32,1.37535,5.28656,0.638465586,10.1002/zaac.201500028
DUXMAL_clean,Experimental,Mn8 H64 C112 N16 O40,1.15892,3.75074,0.912640062,10.1039/b921850e
ECEZAO01,Experimental,Ni3 H20 C16 O10,1.76779,3.86551,0.803583934,10.1021/cg050363g
ECOGEI_clean,Experimental,Zn8 H144 C208 N80,0.998724,3.49976,0.911747702,10.1021/ja0116324
EGEJIK_manual,Experimental,Zn8 H48 C84 O26,0.651446,8.72615,0.829767996,10.1002/anie.200802908
EGIFUV,Experimental,Cd8 H96 C124 S12 N8,1.02659,8.01005,0.768119177,10.1021/ja020480p
ESIDOB_clean,Experimental,In4 H32 C60 N4 O40,1.32897,4.02742,0.79611074,10.1002/chem.201504576
ESUSOC01,Experimental,Co6 H16 C28 N12 O12,1.4139,5.37802,0.771528048,10.1021/jacs.5b09231
ESUVAR01,Experimental,Co6 H16 C28 N12 O12,1.61864,4.0037,0.778374713,10.1021/jacs.5b09231
EVEGOB,Experimental,Cu12 C96 N48 O24,1.17438,4.81489,0.755698554,10.1021/ja039472e
EXALAR,Experimental,Ni4 H96 C64 N48,0.86149,3.4249,0.990807408,10.1021/cg200261j
EXOFIH_clean,Experimental,In3 H6 C30 O24,1.35435,4.16814,0.69928311,10.1039/c1dt10683j
FAGQAI,Experimental,Cu12 H120 C264 O48,0.474957,8.08086,0.930106169,10.1002/ejic.201501194
FAHGUU,Experimental,Zn27 H135 C216 S9 N27 O99,1.0033,3.8394,0.8225,10.1002/smll.202003167
FAHHAB,Experimental,Co9 H45 C72 S3 N9 O33,0.9971,3.7642,0.843,10.1002/smll.202003167
FAHHIJ,Experimental,Zn18 H90 C144 N18 O72,1.0523,3.82935,0.8301,10.1002/smll.202003167
FAHHOP,Experimental,Co18 H90 C144 N18 O72,1.0296,3.79175,0.8492,10.1002/smll.202003167
FAHHUV,Experimental,Zn9 H45 C78 S3 N9 O39,1.0777,3.75712,0.8262,10.1002/smll.202003167
FECXAO_clean,Experimental,La6 H90 C162 O36,0.989543,4.53921,0.782585508,10.1039/c2jm15721g
FECXES,Experimental,Cu16 H80 C148 O80,0.814203,6.20729,0.809011524,10.1039/c2jm15538a
FEWGUL,Experimental,La4 H48 C96 N24 O24,1.64821,4.44808,0.784794403,10.1021/ic302318j
FEXCES_clean,Experimental,Co6 H42 C78 N6 O24,1.01825,5.45457,0.872076385,10.1021/cg301413u
FEYJOJ,Experimental,Co8 H24 C64 O32,0.888742,4.70246,0.789452052,10.1021/ic048612y
FEZTIP_clean,Experimental,Ca8 H16 C48 S8 O32,1.11089,4.71502,0.823666553,10.1021/cg301471r
FIFNUE_clean,Experimental,Co2 H18 C22 N4 O4,1.02025,3.57864,0.890561666,10.1021/ic049170t
FIFNUE01_clean,Experimental,Co2 H18 C22 N4 O4,1.01704,3.54829,0.890575729,10.1016/j.micromeso.2005.11.046
FIFPAM_clean,Experimental,Ni2 H18 C22 N4 O4,1.03535,3.52099,0.920958563,10.1021/ic049170t
FIQCEN,Experimental,Cu12 H24 C72 O48,0.8604,6.34669,0.7547,10.1126/science.283.5405.1148
FIZPOV,Experimental,Zn8 H36 C96 O32,0.77842,6.68337,0.798972834,10.1021/cg401887b
FOJKIA_clean,Experimental,Mg4 H32 C48 O20,1.07093,4.07481,0.963685149,10.1016/j.inoche.2014.03.011
FUHMOM_clean,Experimental,Ca4 Zn4 H24 C64 O36,1.1956,3.91329,0.8222,10.1016/j.ica.2014.07.054
FUNLAD,Experimental,Zn4 H80 C120 N4 O16,1.04936,4.84131,0.962502726,10.1038/ncomms8954
FUVDEH04,Experimental,Zn4 H64 C88 N8 O16,1.83558,3.38015,0.894207344,10.1021/jacs.5b03280
FUVDEH05,Experimental,Zn4 H64 C88 N8 O16,1.76847,3.78767,0.911949485,10.1021/jacs.5b03280
FUVDEH06,Experimental,Zn4 H48 C72 N8 O16,1.651,6.32717,0.901016269,10.1021/jacs.5b03280
FUVFUZ,Experimental,Zn4 H48 C72 N8 O16,1.66568,6.31767,0.896466341,10.1021/jacs.5b03280
FUVGAG02,Experimental,Zn4 H48 C72 N8 O16,1.65475,6.40674,0.899934532,10.1021/jacs.5b03280
GIJXAA,Experimental,Zn4 H52 C84 N4 O22,0.90714,6.7312,0.903061851,10.7868/S0132344X13020011
GITTOT02,Experimental,Co12 H120 C96 N48,0.9051,3.1127,0.9681,10.1021/jacs.5b06730
GOSBOH,Experimental,Cu3 H60 C42 N36,0.807645,7.15648,0.954928697,10.1016/j.poly.2014.09.039
GUHNUU,Experimental,La4 H100 C112 N8 O32,0.963104,5.21542,0.893647503,10.1021/cm503533r
HAFVOB_clean,Experimental,Ca12 P8 H96 C168 O52,0.989877,3.89198,0.930196631,10.1039/c1cc14682c
HAWWOT_clean,Experimental,Nd8 H24 C72 S12 O48,1.0177,6.34193,0.616098874,10.1021/ic201986m
HAWWUZ_clean,Experimental,Nd8 H24 C72 S12 O48,1.02767,6.06294,0.624061742,10.1021/ic201986m
HEKTAU_clean,Experimental,Cd4 H56 C88 N12 O8,1.11842,3.84936,0.816122682,10.1021/cg300566x
HOMRIL,Experimental,Cu4 H96 C64 N48,0.890916,3.85405,0.981279675,10.1021/ic801338b
HUFJEZ,Experimental,Ag6 H48 C54 N24,1.20457,5.84777,0.717725954,10.1002/ejic.201500647
HUQHOS,Experimental,Zn6 H112 C176 N8 O24,0.743275,7.08705,0.94742389,10.1002/chem.201502758
IBUDOZ,Experimental,Cu4 H16 C24 N20,1.78917,3.31639,0.758665684,10.1002/ejic.200400170
ic402058f_si_004_clean,Experimental,Cd6 H60 C108 O36,1.28628,4.296,0.782579624,10.1021/ic402058f
IFEHUY,Experimental,Mn12 H12 C48 S12 O24,1.02777,10.66538,0.704696873,10.1021/ja4037516
INOMOP01_clean,Experimental,Ca4 H8 C24 S4 O16,1.06786,4.99057,0.833275822,10.1016/j.molstruc.2016.11.029
IPIDUH,Experimental,Ag16 H128 C88 S8 N40 O24,1.66305,3.01428,0.671210335,10.1016/j.inoche.2010.10.015
IPIFAP,Experimental,Ag6 H48 C24 N16,1.27795,4.10624,0.629177706,10.1016/j.inoche.2010.10.015
IXEJOM,Experimental,Zr12 H48 C128 O48 F48,0.755723,13.30905,0.748954555,10.1002/anie.201604313
IYEHAX,Experimental,Cu6 H38 C72 N10 O24,0.741983,5.66456,0.848446494,10.1039/C6QI00273K
JOCWIJ,Experimental,Cu12 H52 C48 N36 O28,0.785612,5.36172,0.798032152,10.1021/ic403148f
jp302979a_si_002,Experimental,Zn22 H36 C108 O128,0.875149,7.07328,0.770870163,10.1021/jp302979a
KAYBIX_clean,Experimental,Ca4 H12 C28 N4 O16,1.21439,5.48639,0.898017024,10.1021/cg300093h
KAYBUJ_clean,Experimental,Ca4 H12 C28 N4 O16,1.19412,5.21478,0.902610555,10.1021/cg300093h
KEDJAG16,Experimental,Cu8 C24 O48,1.67755,4.40067,0.699525121,10.1039/c2dt30818e
KEHGAH_charged,Experimental,Cd4 H108 C90 N60 Cl2,0.963473,6.70966,0.85805476,10.1039/c2dt30362k
KEHGIP,Experimental,Cu4 H80 C72 N48,1.03769,3.72395,0.89845286,10.1039/c2dt30362k
KEWZET_clean,Experimental,Mn2 H12 C36 O16,1.09177,5.55094,0.902269466,10.1021/cg301224z
KIFJUF_clean,Experimental,Mg6 H24 C48 O24,0.821526,4.74348,0.907266611,10.1039/b705028c
KIFKEQ_clean,Experimental,Mg6 H48 C84 O24,0.933293,4.2516,0.954291895,10.1039/b705028c
KIPKEB,Experimental,Y8 H36 C114 O48 F36,1.78693,6.11549,0.774673986,10.1021/cg400606z
KIPZEQ,Experimental,Co5 H38 C48 N6 O14,1.34346,3.98522,0.897975968,10.1021/cg4002626
KISXIU,Experimental,Zn24 H144 C264 O78,0.3792,23.59602,0.8327,10.1002/anie.200705020
KIYMIQ_clean,Experimental,Na12 H36 C72 O24,1.0379,6.7389,0.863220623,10.1039/C3CE42208A
KOQLUZ,Experimental,Cu2 Si2 H20 W24 C24 N8 O60,4.35926,3.40532,0.33741581,10.1039/C4CE01725K
LAGNAK_clean,Experimental,Y2 H12 C24 O12,1.02346,4.35858,0.791542641,10.1002/anie.201003900
LAGQER_clean,Experimental,Sm2 H12 C24 O12,1.29203,4.0621,0.66824901,10.1002/anie.201003900
LAGQOB_clean,Experimental,Gd2 H12 C24 O12,1.32887,4.02855,0.654191863,10.1002/anie.201003900
LASYOU,Experimental,Cu6 H18 C48 O24,0.9026,4.64998,0.7808,10.1002/anie.200462787
LAZJIH,Experimental,Zn8 H16 C80 O64,1.06281,4.84288,0.806341134,10.1021/cg201362x
LEVNOQ_clean,Experimental,Mg6 H36 C72 O24,0.9474,3.65104,0.9197,10.1002/ejic.200600635
LEVNOQ01_clean,Experimental,Mg6 H36 C72 O24,0.9751,3.50871,0.9249,10.1021/cg700731d
LEWZET,Experimental,Fe4 C52 N32,1.30416,4.7166,0.954764431,10.1002/anie.200604164
LIXWAR_clean,Experimental,Mn6 H36 C72 O24,1.06263,3.62717,0.866388038,10.1016/j.micromeso.2007.08.024
LIXWAR01_clean,Experimental,Mn6 H36 C72 O24,1.07311,3.57799,0.869348412,10.1016/j.ica.2013.03.042
LOXWAY,Experimental,Cu4 H44 C44 N4 O16,1.37285,4.72418,0.913465782,10.1002/anie.201408933
LUDKOM,Experimental,Cu6 H48 C66 O36,1.22674,5.32161,0.876255752,10.1039/c3nr04161a
LUFNEG_clean,Experimental,Mn8 H80 C112 N16 O32,1.1725,4.04315,0.9355,10.1021/ja9006035
LUFQUZ,Experimental,Fe1 Ni1 H4 C8 N6,1.51933,3.62197,0.805694562,10.1021/ja902187d
lvt+N174+E27_charge,In Silico,Ni8 H64 C160 N64,2.0581,4.06588,0.8353,10.26434/chemrxiv-2023-71mjq
MALRUM,Experimental,Li8 H96 C48 Cl4 O24,0.828368,3.25855,1.219916379,10.1016/S0020-1693(99)00380-1
MEHMET,Experimental,Cu24 H96 C336 O96,0.3934,8.85042,0.8657,10.1021/ja302623w
MgMOF74,Experimental,Mg6 H6 C24 O18,0.8786,11.00996,0.8129,10.1021/acs.jpcc.6b03393                                             
MIL-160-Al,Experimental,Al8 H24 C48 O48,1.0947,4.0447,0.9215,10.1002/ejic.201800323
MIL-96-Al,Experimental,Al24 H88 C108 O116,1.1364,3.67606,0.9738,10.1021/acs.chemmater.7b03203
MIXBIG_auto,Experimental,Cu18 H63 C162 N27 O72,0.717672,6.60201,0.791020111,10.1039/C3CC49457H
MOFKUO,Experimental,Cu6 H144 C96 N72,0.94262,3.1532,0.969949777,10.1021/ic7023082
MUGXIX_clean,Experimental,Tb4 H60 C108 O28,1.11722,3.63405,0.758589278,10.1021/acs.inorgchem.5b00113
NASREH,Experimental,Co4 H36 C52 O16,0.852179,4.58052,0.916923806,10.1021/acs.cgd.7b00118
NAWKII_clean,Experimental,Mg6 H36 C72 O24,0.9479,3.65137,0.9215,10.1021/acs.iecr.6b04795
NAYHAY,Experimental,Cu24 H120 C96 S12 N72 O56,1.09792,6.77808,0.780418625,10.1039/c2dt30078h
NEDWEA,Experimental,Mn1 Co3 H48 C66 O24,0.890485,4.96277,0.91756248,10.1021/ja303092m
NEJSOM,Experimental,Cu4 H36 C56 N4 O16,1.09895,3.93985,0.888214412,10.1126/science.1231451
NETYIV,Experimental,Cu6 H56 C80 N16 Cl2,0.798019,6.64304,0.885311195,10.1002/ejic.200600558
NEVVEQ,Experimental,Co4 H12 C24 S4 N4 O8,1.5901,3.69578,0.755147779,10.1002/anie.200601627
NEYZAU_clean,Experimental,Mg2 H12 C16 S4 N8 O8,0.942406,4.02394,0.878652385,10.1039/C3DT32380C
NOCKOG_clean,Experimental,Mg8 H32 C64 O32,1.04593,4.98484,0.916131915,10.1021/cg700731d
NOCKUM_clean,Experimental,Ca6 H24 C48 O24,1.07326,5.04412,0.908480519,10.1021/cg700731d
NOCLUN_clean,Experimental,Sr4 H16 C32 O16,1.07441,5.71162,0.737049209,10.1021/cg700731d
NOSTUM_clean,Experimental,Mg2 H8 C16 O12,0.959933,5.29298,0.915024569,10.1002/anie.201410612
NOSTUM01_clean,Experimental,Mg2 H8 C16 O12,0.946326,5.46845,0.914820626,10.1002/anie.201410612
NUBBAP,Experimental,Zn22 H36 C108 O72,0.716296,6.72854,0.713943355,10.1039/C4CE02154A
OCACUR_clean,Experimental,Co4 H4 C20 O16,1.25128,4.82054,0.730844159,10.1107/S1600536804021944
ODIXEG,Experimental,Zn4 Si2 H32 C56 O16,0.534018,7.91041,0.8524956,10.1039/C3CE41105B
OLOPEM,Experimental,Zn4 H60 C84 N8 O20,1.14848,3.33131,0.945019848,10.1039/C6QI00067C
ONIXOZ,Experimental,Cu12 H48 C120 O48,0.8824,8.94261,0.7922,10.1002/anie.201007583
OPIYAP,Experimental,Cu16 H120 C128 N8 O88,1.3412,3.44975,0.893001187,10.1016/j.micromeso.2016.06.013
ORIWET,Experimental,Mn6 H6 C24 O18,1.0704,10.90683,0.7419,10.1017/S0885715612000863
